component,path,type,severity,line,details,suggestion
"GlassFileUpload","components/input/GlassFileUpload.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassFormStepper","components/input/GlassFormStepper.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassFormStepper","components/input/GlassFormStepper.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassFormStepper","components/input/GlassFormStepper.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassFormTable","components/input/GlassFormTable.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassFormTable","components/input/GlassFormTable.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassInput","components/input/GlassInput.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassInput","components/input/GlassInput.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassLabel","components/input/GlassLabel.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassLabel","components/input/GlassLabel.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_radius","low",134,"border-radius: 8px;","Use --glass-radius-* CSS variables or AURA_GLASS.radii"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_opacity","medium",137,"? 'rgba(240, 82, 82, 0.8)'","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_opacity","medium",139,"? 'rgba(99, 102, 241, 0.8)'","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_opacity","medium",140,": 'rgba(255, 255, 255, 0.12)'","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_opacity","medium",147,"border-color: rgba(99, 102, 241, 0.8);","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_opacity","medium",153,"border-color: rgba(240, 82, 82, 0.8);","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_radius","low",184,"border-radius: 16px;","Use --glass-radius-* CSS variables or AURA_GLASS.radii"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_opacity","medium",191,"color: rgba(255, 255, 255, 0.95);","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_opacity","medium",245,"color: rgba(255, 255, 255, 0.8);","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_opacity","medium",269,"color: rgba(255, 255, 255, 0.9);","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_opacity","medium",279,"color: rgba(255, 255, 255, 0.5);","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_radius","low",313,"border-radius: 8px;","Use --glass-radius-* CSS variables or AURA_GLASS.radii"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_opacity","medium",393,"color: rgba(255, 255, 255, 0.6);","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_opacity","medium",395,"border-bottom: 1px solid rgba(255, 255, 255, 0.05);","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_opacity","medium",401,"color: rgba(255, 255, 255, 0.5);","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_opacity","medium",414,"color: rgba(255, 255, 255, 0.5);","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_opacity","medium",419,"color: rgba(255, 255, 255, 0.8);","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_opacity","medium",424,"color: rgba(255, 255, 255, 0.8);","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_opacity","medium",439,"color: rgba(255, 255, 255, 0.7);","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_opacity","medium",446,"border: 2px solid rgba(99, 102, 241, 0.3);","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_opacity","medium",447,"border-top-color: rgba(99, 102, 241, 0.8);","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_opacity","medium",457,"color: rgba(240, 82, 82, 0.9);","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_opacity","medium",464,"color: rgba(255, 255, 255, 0.6);","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_opacity","medium",475,"color: rgba(255, 255, 255, 0.8);","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassMultiSelect","components/input/GlassMultiSelect.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassMultiStepForm","components/input/GlassMultiStepForm.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassMultiStepForm","components/input/GlassMultiStepForm.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassMultiStepForm","components/input/GlassMultiStepForm.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassRadioGroup","components/input/GlassRadioGroup.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassRadioGroup","components/input/GlassRadioGroup.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassSelect","components/input/GlassSelect.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassSelect","components/input/GlassSelect.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassSlider","components/input/GlassSlider.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassSlider","components/input/GlassSlider.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassStep","components/input/GlassStep.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassStep","components/input/GlassStep.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassStepIcon","components/input/GlassStepIcon.tsx","hardcoded_opacity","medium",29,"return 'bg-primary-500 glass-text-primary border-primary-300 shadow-[0_0_12px_3px_rgba(59,130,246,0.5)]';","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassStepIcon","components/input/GlassStepIcon.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassStepLabel","components/input/GlassStepLabel.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassStepLabel","components/input/GlassStepLabel.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassStepper","components/input/GlassStepper.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassStepper","components/input/GlassStepper.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassSwitch","components/input/GlassSwitch.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassSwitch","components/input/GlassSwitch.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassTextarea","components/input/GlassTextarea.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassTextarea","components/input/GlassTextarea.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassToggle","components/input/GlassToggle.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassToggle","components/input/GlassToggle.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassToggle","components/input/GlassToggle.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassTransferList","components/input/GlassTransferList.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassTransferList","components/input/GlassTransferList.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassTreeSelect","components/input/GlassTreeSelect.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassTreeSelect","components/input/GlassTreeSelect.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassTreeSelect","components/input/GlassTreeSelect.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassWizard","components/input/GlassWizard.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassWizard","components/input/GlassWizard.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassWizard","components/input/GlassWizard.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"ContextAwareGlass","components/interactive/ContextAwareGlass.tsx","hardcoded_color","medium",217,"glowColor = '#6366F1', // Primary color","Use COLORS.* constants or CSS custom properties"
"ContextAwareGlass","components/interactive/ContextAwareGlass.tsx","hardcoded_opacity","medium",648,"? '0 0 20px rgba(255, 255, 255, 0.1)'","Use --glass-opacity-* CSS variables or token-based rgba values"
"ContextAwareGlass","components/interactive/ContextAwareGlass.tsx","hardcoded_opacity","medium",649,": '0 0 20px rgba(0, 0, 0, 0.1)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"ContextAwareGlass","components/interactive/ContextAwareGlass.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"CursorGlow","components/interactive/CursorGlow.tsx","hardcoded_color","medium",44,"color = '#ffffff',","Use COLORS.* constants or CSS custom properties"
"CursorGlow","components/interactive/CursorGlow.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"CursorGlow","components/interactive/CursorGlow.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassA11yAuditor","components/interactive/GlassA11yAuditor.tsx","hardcoded_color","medium",502,"from { outline-color: #ff6b6b; }","Use COLORS.* constants or CSS custom properties"
"GlassA11yAuditor","components/interactive/GlassA11yAuditor.tsx","hardcoded_color","medium",503,"to { outline-color: #ff4444; }","Use COLORS.* constants or CSS custom properties"
"GlassA11yAuditor","components/interactive/GlassA11yAuditor.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassAdvancedSearch","components/interactive/GlassAdvancedSearch.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassAdvancedSearch","components/interactive/GlassAdvancedSearch.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassAvatarGroup","components/interactive/GlassAvatarGroup.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassCardLink","components/interactive/GlassCardLink.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassCardLink","components/interactive/GlassCardLink.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassCarousel","components/interactive/GlassCarousel.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassCarousel","components/interactive/GlassCarousel.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassCarousel","components/interactive/GlassCarousel.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassChat","components/interactive/GlassChat.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassChat","components/interactive/GlassChat.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassChat","components/interactive/GlassChat.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassChatInput","components/interactive/GlassChatInput.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassChatInput","components/interactive/GlassChatInput.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassChatInput","components/interactive/GlassChatInput.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassCoachmarks","components/interactive/GlassCoachmarks.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassCoachmarks","components/interactive/GlassCoachmarks.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassCodeEditor","components/interactive/GlassCodeEditor.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassCodeEditor","components/interactive/GlassCodeEditor.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassCodeEditor","components/interactive/GlassCodeEditor.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassColorSchemeGenerator","components/interactive/GlassColorSchemeGenerator.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassColorSchemeGenerator","components/interactive/GlassColorSchemeGenerator.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassColorSchemeGenerator","components/interactive/GlassColorSchemeGenerator.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassColorWheel","components/interactive/GlassColorWheel.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassColorWheel","components/interactive/GlassColorWheel.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassColorWheel","components/interactive/GlassColorWheel.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassCommand","components/interactive/GlassCommand.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassCommand","components/interactive/GlassCommand.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassCommand","components/interactive/GlassCommand.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassCommandPalette","components/interactive/GlassCommandPalette.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassCommandPalette","components/interactive/GlassCommandPalette.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassCommandPalette","components/interactive/GlassCommandPalette.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassCommentThread","components/interactive/GlassCommentThread.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassCommentThread","components/interactive/GlassCommentThread.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassComponentPlayground","components/interactive/GlassComponentPlayground.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassComponentPlayground","components/interactive/GlassComponentPlayground.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassComponentPlayground","components/interactive/GlassComponentPlayground.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassDraggable","components/interactive/GlassDraggable.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassDraggable","components/interactive/GlassDraggable.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassDraggable","components/interactive/GlassDraggable.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassDrawingCanvas","components/interactive/GlassDrawingCanvas.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassDrawingCanvas","components/interactive/GlassDrawingCanvas.tsx","hardcoded_color","medium",71,"tool = { type: 'pen', size: 2, color: '#000000', opacity: 1 },","Use COLORS.* constants or CSS custom properties"
"GlassDrawingCanvas","components/interactive/GlassDrawingCanvas.tsx","hardcoded_opacity","medium",132,"context.strokeStyle = 'rgba(200, 200, 200, 0.3)';","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassDrawingCanvas","components/interactive/GlassDrawingCanvas.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassDrawingCanvas","components/interactive/GlassDrawingCanvas.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassFacetSearch","components/interactive/GlassFacetSearch.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassFacetSearch","components/interactive/GlassFacetSearch.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassFacetSearch","components/interactive/GlassFacetSearch.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassFileTree","components/interactive/GlassFileTree.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassFileTree","components/interactive/GlassFileTree.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassFileTree","components/interactive/GlassFileTree.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassFileUpload","components/interactive/GlassFileUpload.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassFileUpload","components/interactive/GlassFileUpload.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassFilterPanel","components/interactive/GlassFilterPanel.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassFilterPanel","components/interactive/GlassFilterPanel.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassFilterPanel","components/interactive/GlassFilterPanel.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassFocusRing","components/interactive/GlassFocusRing.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassFormBuilder","components/interactive/GlassFormBuilder.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassFormBuilder","components/interactive/GlassFormBuilder.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassGallery","components/interactive/GlassGallery.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassGallery","components/interactive/GlassGallery.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassGallery","components/interactive/GlassGallery.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassGestureZone","components/interactive/GlassGestureZone.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassGestureZone","components/interactive/GlassGestureZone.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassGestureZone","components/interactive/GlassGestureZone.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassGradientPicker","components/interactive/GlassGradientPicker.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassGradientPicker","components/interactive/GlassGradientPicker.tsx","hardcoded_color","medium",94,"{ color: '#3b82f6', position: 0 },","Use COLORS.* constants or CSS custom properties"
"GlassGradientPicker","components/interactive/GlassGradientPicker.tsx","hardcoded_color","medium",95,"{ color: '#8b5cf6', position: 100 }","Use COLORS.* constants or CSS custom properties"
"GlassGradientPicker","components/interactive/GlassGradientPicker.tsx","hardcoded_color","medium",108,"{ color: '#ff6b6b', position: 0 },","Use COLORS.* constants or CSS custom properties"
"GlassGradientPicker","components/interactive/GlassGradientPicker.tsx","hardcoded_color","medium",109,"{ color: '#ffa500', position: 50 },","Use COLORS.* constants or CSS custom properties"
"GlassGradientPicker","components/interactive/GlassGradientPicker.tsx","hardcoded_color","medium",110,"{ color: '#ff1493', position: 100 }","Use COLORS.* constants or CSS custom properties"
"GlassGradientPicker","components/interactive/GlassGradientPicker.tsx","hardcoded_color","medium",119,"{ color: '#0077be', position: 0 },","Use COLORS.* constants or CSS custom properties"
"GlassGradientPicker","components/interactive/GlassGradientPicker.tsx","hardcoded_color","medium",120,"{ color: '#00a8cc', position: 50 },","Use COLORS.* constants or CSS custom properties"
"GlassGradientPicker","components/interactive/GlassGradientPicker.tsx","hardcoded_color","medium",121,"{ color: '#90e0ef', position: 100 }","Use COLORS.* constants or CSS custom properties"
